Item,Carbs,Calories,Protein,Meal,Day,Fat
"Hard Boiled Egg (2 eggs), Brazil nuts (1/2 cup), Blueberries (3/4 Cup)",23,670,22,Snack,EVERY_DAY,29.8
"Hard Boiled Egg (2 eggs), Brazil nuts (1/2 cup), 2 tangerines",23,670,22,Snack,EVERY_DAY,29.8
"Cilantro Lime Chicken (8 oz serving), Buttered Egg Noodles (1/2 cup), Kale Salad (1 bunch of kale, 1/8 cup of sunflower seeds, 1/8 cup of walnuts, 1/4 cupof fried cherries, 1/8 cup of olive oil)",39,669,64,Dinner,EVERY_DAY,28.6
"Flat Iron Steak (4 oz serving), Brown Rice Pilaf (1/2 cup), Kale Salad (1 bunch of kale, 1/8 cup of sunflower seeds, 1/8 cup of walnuts, 1/4 cupof fried cherries, 1/8 cup of olive oil)",59,669,38,Dinner,EVERY_DAY,29.7
"Lemon Pepper Rotisserie Chicken (1/4 chicken), Buttered Egg Noodles (1 cup), Garden Salad (3 cups of iceberg lettuce, 1/8 of an onion, 1/2 of a medium tomato, 6 croutons, 3 black olives, 2 tbsp of Italian dressing)",56,669,37,Dinner,EVERY_DAY,29.7
"Pork Tenderloin with a light marinade (4 oz serving), Quinoa (1 cup), Kale Salad (1 bunch of kale, 1/8 cup of sunflower seeds, 1/8 cup of walnuts, 1/4 cupof fried cherries, 1/8 cup of olive oil)",59,669,47,Dinner,EVERY_DAY,27.2
"Grilled Buffalo Chicken Salad (4oz of grilled buffalo chicken, 2 cups of lettuce, 1/4 cup of broccoli, 1/4 cup of cucumber, 1/2 stem of green onion, 1 stalk of celery, 1 tbsp of ranch dressing), Boiled Potatoes (1 cup), Vegetable Stir Fry (2 cups of broccoli, 1 large carrot, 1/2 of a medium carrot, 1 tbsp of olive oil, 2 tbsp of soy sauce)",68,668,30,Lunch,EVERY_DAY,29.7
"Grilled Buffalo Chicken Salad (4oz of grilled buffalo chicken, 2 cups of lettuce, 1/4 cup of broccoli, 1/4 cup of cucumber, 1/2 stem of green onion, 1 stalk of celery, 1 tbsp of ranch dressing), Brown Rice Pilaf (1 cup), Roasted Brussels Sprouts (1/2 cup)",88,668,32,Dinner,EVERY_DAY,20.9
"Grilled Buffalo Chicken Salad (4oz of grilled buffalo chicken, 2 cups of lettuce, 1/4 cup of broccoli, 1/4 cup of cucumber, 1/2 stem of green onion, 1 stalk of celery, 1 tbsp of ranch dressing), Rosemary Roasted Red Potatoes (1 cup), Roasted Corn (1/2 cup)",71,668,27,Dinner,EVERY_DAY,29.7
"Grilled Buffalo Chicken Salad (4oz of grilled buffalo chicken, 2 cups of lettuce, 1/4 cup of broccoli, 1/4 cup of cucumber, 1/2 stem of green onion, 1 stalk of celery, 1 tbsp of ranch dressing), Rosemary Roasted Red Potatoes (1/2 cup), Vegetable Stir Fry (2 cups of broccoli, 1 large carrot, 1/2 of a medium carrot, 1 tbsp of olive oil, 2 tbsp of soy sauce)",55,668,29,Dinner,EVERY_DAY,29.7
"Roast Beef Sandwich (2 slices of white bread, 3 oz of roast beef, 1 slice of cheddar cheese, 1 tbsp of light mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Couscous (1/2 cup), Grilled Squash (1/2 cup)",61,668,33,Dinner,EVERY_DAY,29.7
"Rotisserie Chicken (1/4 chicken), Couscous (1/2 cup), Vegetable Stir Fry (2 cups of broccoli, 1 large carrot, 1/2 of a medium carrot, 1 tbsp of olive oil, 2 tbsp of soy sauce)",46,668,47,Dinner,EVERY_DAY,29.7
"Edamame (1 cup), Kind Chewy Bar (Oats & Honey w/ Coconut) (1 bar), Dried Banana (2 oz)",71,668,23,Snack,EVERY_DAY,29.7
"Grilled Buffalo Chicken Salad (8 oz of grilled buffalo chicken, 3 cups of lettuce, 1/2 cup of broccoli, 1/2 cup of cucumber, 1 stem of green onion, 1 stalk of celery, 2 tbsp of ranch dressing), Wild Rice (1/2 cup), Braised Collard Greens (1/2 cup)",38,667,42,Lunch,EVERY_DAY,29.6
"Grilled Buffalo Chicken Salad (8 oz of grilled buffalo chicken, 3 cups of lettuce, 1/2 cup of broccoli, 1/2 cup of cucumber, 1 stem of green onion, 1 stalk of celery, 2 tbsp of ranch dressing), Wild Rice (1/2 cup), Peas and Carrots (1/2 cup)",41,667,42,Lunch,EVERY_DAY,29.6
"Grilled Chicken Sandwich (2 slices of white bread, 4 oz chicken breast, 1 tbsp of mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Mashed Sweet Potatoes (1/2 cup), Roasted Vegetables (1 cup)",73,667,38,Lunch,EVERY_DAY,24.8
"Cilantro Lime Chicken (4 oz serving), Brown Rice (1 cup), Caprese Salad (2 oz of mozzarella cheese, 1 small tomato, 1 tbsp of basil, 1 tbsp of olive oil, salt and pepper)",55,667,48,Dinner,EVERY_DAY,28.3
"Cilantro Lime Chicken (4 oz serving), Jasmine Rice (1 cup), Caprese Salad (2 oz of mozzarella cheese, 1 small tomato, 1 tbsp of basil, 1 tbsp of olive oil, salt and pepper)",57,667,48,Dinner,EVERY_DAY,27.4
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Couscous (1/2 cup), Kale Salad (1 bunch of kale, 1/8 cup of sunflower seeds, 1/8 cup of walnuts, 1/4 cupof fried cherries, 1/8 cup of olive oil)",36,667,55,Dinner,EVERY_DAY,29.6
"Cilantro Lime Chicken (8 oz serving), Couscous (1 cup), Braised Collard Greens (1 cup)",52,666,66,Dinner,EVERY_DAY,21.6
"Cilantro Lime Chicken (8 oz serving), Couscous (1 cup), Peas and Carrots (1 cup)",58,666,66,Dinner,EVERY_DAY,18.9
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Couscous (1 cup), Steamed Broccoli with Lemon (1 cup)",45,666,58,Dinner,EVERY_DAY,28.2
"Cilantro Lime Chicken (4 oz serving), Brown Rice (1 cup), Vegetable Stir Fry (2 cups of broccoli, 1 large carrot, 1/2 of a medium carrot, 1 tbsp of olive oil, 2 tbsp of soy sauce)",75,665,40,Dinner,EVERY_DAY,22.8
"Cilantro Lime Chicken (8 oz serving), Parmesan Potato Wedges (5 wedges), Sauteed Green Beans (1/2 cup)",45,665,62,Dinner,EVERY_DAY,26.3
"Flat Iron Steak (4 oz serving), Quinoa (1 cup), Sauteed Green Beans (1/2 cup)",51,665,38,Dinner,EVERY_DAY,29.6
"Herb Roasted Chicken Breast (4 oz serving), Brown Rice (1 cup), Grilled Squash (1 cup)",73,665,45,Dinner,EVERY_DAY,21.4
"Lemon Herb Chicken Thigh (8 oz serving), Yellow Rice (1 cup), Roasted Asparagus (1/2 cup)",46,665,58,Dinner,EVERY_DAY,27.7
"Lemon Pepper Rotisserie Chicken (1/4 chicken), Brown Rice Pilaf (1 cup), Roasted Corn (1/2 cup)",96,665,39,Dinner,EVERY_DAY,13.9
"Pork Tenderloin with a light marinade (8 oz serving), Roasted Potatoes (1 cup), Roasted Asparagus (1/2 cup)",45,665,77,Dinner,EVERY_DAY,19.7
"Pork Tenderloin with a light marinade (8 oz serving), Roasted Potatoes (1/2 cup), Sauteed Green Beans (1/2 cup)",35,665,76,Dinner,EVERY_DAY,24.6
"Pork Tenderloin with a light marinade (8 oz serving), Rosemary Roasted Red Potatoes (1/2 cup), Roasted Asparagus (1/2 cup)",30,665,76,Dinner,EVERY_DAY,26.8
"Rotisserie Chicken (1/4 chicken), Lo Mein Noodles (1 cup), Steamed Snow Peas (1/2 cup)",66,665,47,Dinner,EVERY_DAY,23.7
"Rotisserie Chicken (1/4 chicken), Rosemary Roasted Red Potatoes (1 cup), Steamed Cauliflower (1/2 cup)",51,665,43,Dinner,EVERY_DAY,29.6
"Ground Turkey (4 oz) with Teriyaki Sauce (2 tbsp), Quinoa (1 cup), Steamed Broccoli with Lemon (1 cup)",54,664,42,Lunch,EVERY_DAY,29.5
"Ground Turkey (4 oz) with Teriyaki Sauce (2 tbsp), Roasted Potatoes (1 cup), Steamed Broccoli with Lemon (1 cup)",62,664,40,Dinner,EVERY_DAY,28.4
"Rotisserie Chicken (1/4 chicken), Roasted Potatoes (1/2 cup), Garden Salad (3 cups of iceberg lettuce, 1/8 of an onion, 1/2 of a medium tomato, 6 croutons, 3 black olives, 2 tbsp of Italian dressing)",41,664,44,Dinner,EVERY_DAY,29.5
"Salmon (5 oz filet) with a honey mustard glaze, Roasted Potatoes (1/2 cup), Garden Salad (3 cups of iceberg lettuce, 1/8 of an onion, 1/2 of a medium tomato, 6 croutons, 3 black olives, 2 tbsp of Italian dressing)",49,664,40,Dinner,EVERY_DAY,29.5
"Beef Stick (Sweet & Spicy) (1 Stick), Brazil nuts (1/2 cup), Apple Juice (1 cup)",39,664,19,Snack,EVERY_DAY,29.5
"Deli Meat (Chicken, Turkey, Ham, Roast Beef-97% fat free) (6 oz), Cashews (1/2 cup), Apple Juice (1 cup)",46,664,45,Snack,EVERY_DAY,29.5
"Hard Boiled Egg (2 eggs), Pecans (1/2 cup), Dried Mango (4 pieces)",35,664,19,Snack,EVERY_DAY,29.5
"Caprese Sandwich (2 slices of French bread, 2 oz of mozzarella, 2 tbsp of balsamic vinaigrette, fresh basil, and tomato slices), Buttered Egg Noodles (1/2 cup), Sauteed Green Beans (1/2 cup)",79,663,29,Lunch,EVERY_DAY,25.7
"Star Kist Tuna Pouch (1 pouch), Brazil nuts (1/2 cup), Pineapple Juice (1 cup)",41,663,26,Snack,EVERY_DAY,29.5
"Roast Beef Sandwich (2 slices of white bread, 3 oz of roast beef, 1 slice of cheddar cheese, 1 tbsp of light mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Couscous (1 cup), Roasted Asparagus (1/2 cup)",70,661,36,Lunch,EVERY_DAY,26.3
"Salmon with a chipotle barbeque seasoning (8 oz serving), Couscous (1 cup), Steamed Snow Peas (1/2 cup)",42,661,56,Dinner,EVERY_DAY,29.4
"Roast Beef Sandwich (2 slices of white bread, 3 oz of roast beef, 1 slice of cheddar cheese, 1 tbsp of light mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Brown Rice (1/2 cup), Roasted Corn (1/2 cup)",74,660,33,Lunch,EVERY_DAY,25.8
"Roast Beef Sandwich (2 slices of white bread, 3 oz of roast beef, 1 slice of cheddar cheese, 1 tbsp of light mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Brown Rice (1/2 cup), Sauteed Green Beans (1 cup)",69,660,34,Lunch,EVERY_DAY,27.6
"Rotisserie Chicken (1/4 chicken), Parmesan Potato Wedges (5 wedges), Peas and Carrots (1 cup)",58,660,44,Lunch,EVERY_DAY,28.0
"Rotisserie Chicken (1/4 chicken), Quinoa (1 cup), Braised Collard Greens (1/2 cup)",49,660,46,Lunch,EVERY_DAY,29.3
"Rotisserie Chicken (1/4 chicken), Quinoa (1 cup), Peas and Carrots (1/2 cup)",52,660,46,Lunch,EVERY_DAY,29.3
"Cilantro Lime Chicken (8 oz serving), Yellow Rice (1 cup), Braised Collard Greens (1/2 cup)",51,660,62,Dinner,EVERY_DAY,23.1
"Cilantro Lime Chicken (8 oz serving), Yellow Rice (1 cup), Peas and Carrots (1/2 cup)",54,660,62,Dinner,EVERY_DAY,21.8
"Flat Iron Steak (4 oz serving), Brown Rice (1 cup), Peas and Carrots (1 cup)",72,660,36,Dinner,EVERY_DAY,25.3
"Herb Roasted Chicken Breast (8 oz serving), Jasmine Rice (1 cup), Steamed Cauliflower (1 cup)",58,660,80,Dinner,EVERY_DAY,12.0
"Lemon Herb Chicken Thigh (8 oz serving), Mashed Sweet Potatoes (1/2 cup), Grilled Squash (1/2 cup)",32,660,56,Dinner,EVERY_DAY,29.3
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Brown Rice Pilaf (1/2 cup), Braised Collard Greens (1/2 cup)",46,660,56,Dinner,EVERY_DAY,28.0
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Lo Mein Noodles (1/2 cup), Steamed Carrots (1 cup)",48,660,55,Dinner,EVERY_DAY,27.6
"Marinated Hanger Steak (4 oz serving), Yellow Rice (1 cup), Grilled Squash (1/2 cup)",59,660,38,Dinner,EVERY_DAY,29.3
"Pork Tenderloin with a light marinade (4 oz serving), Lo Mein Noodles (1 cup), Braised Collard Greens (1 cup)",78,660,49,Dinner,EVERY_DAY,16.9
"Pork Tenderloin with a light marinade (4 oz serving), Lo Mein Noodles (1 cup), Peas and Carrots (1 cup)",84,660,49,Dinner,EVERY_DAY,14.2
"Pork Tenderloin with a light marinade (4 oz serving), Lo Mein Noodles (1 cup), Roasted Broccolini (1cup)",76,660,49,Dinner,EVERY_DAY,17.8
"Rotisserie Chicken (1/4 chicken), Buttered Egg Noodles (1 cup), Steamed Carrots (1 cup)",58,660,46,Dinner,EVERY_DAY,27.1
"Rotisserie Chicken (1/4 chicken), Mashed Sweet Potatoes (1 cup), Roasted Corn (1/2 cup)",59,660,43,Dinner,EVERY_DAY,28.0
"Salmon (5 oz filet) with a honey mustard glaze, Quinoa (1 cup), Roasted Brussels Sprouts (1/2 cup)",56,660,42,Dinner,EVERY_DAY,29.3
"Salmon (5 oz filet) with a honey mustard glaze, Roasted Potatoes (1 cup), Braised Collard Greens (1/2 cup)",65,660,40,Dinner,EVERY_DAY,26.7
"Salmon with a cajun spice (5 oz of salmon), Lo Mein Noodles (1 cup), Roasted Broccolini (1cup)",78,660,39,Dinner,EVERY_DAY,21.3
"Salmon with a cajun spice (5 oz of salmon), Lo Mein Noodles (1 cup), Roasted Brussels Sprouts (1 cup)",78,660,39,Dinner,EVERY_DAY,21.3
"Hummus (4 tbsp), Brazil nuts (1/2 cup), 2 figs",31,660,14,Snack,EVERY_DAY,29.3
"Hard Boiled Egg (2 eggs), Pecans (1/2 cup), Dates (2 dates)",38,660,18,Snack,EVERY_DAY,29.3
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Boiled Potatoes (1/2 cup), Kale Salad (1 bunch of kale, 1/8 cup of sunflower seeds, 1/8 cup of walnuts, 1/4 cupof fried cherries, 1/8 cup of olive oil)",36,659,54,Dinner,EVERY_DAY,29.3
"Salmon (5 oz filet) with a honey mustard glaze, Brown Rice Pilaf (1/2 cup), Kale Salad (1 bunch of kale, 1/8 cup of sunflower seeds, 1/8 cup of walnuts, 1/4 cupof fried cherries, 1/8 cup of olive oil)",65,659,42,Dinner,EVERY_DAY,25.7
"Grilled Buffalo Chicken Salad (4oz of grilled buffalo chicken, 2 cups of lettuce, 1/4 cup of broccoli, 1/4 cup of cucumber, 1/2 stem of green onion, 1 stalk of celery, 1 tbsp of ranch dressing), Rosemary Roasted Red Potatoes (1 cup), Roasted Vegetables (1 cup)",62,658,26,Lunch,EVERY_DAY,29.2
"Ground Turkey (4 oz) with Teriyaki Sauce (2 tbsp), Quinoa (1/2 cup), Garden Salad (3 cups of iceberg lettuce, 1/8 of an onion, 1/2 of a medium tomato, 6 croutons, 3 black olives, 2 tbsp of Italian dressing)",41,658,39,Lunch,EVERY_DAY,29.2
"Salmon with a chipotle barbeque seasoning (8 oz serving), Couscous (1/2 cup), Braised Collard Greens (1 cup)",36,658,56,Dinner,EVERY_DAY,29.2
"Salmon with a chipotle barbeque seasoning (8 oz serving), Couscous (1/2 cup), Peas and Carrots (1 cup)",42,658,56,Dinner,EVERY_DAY,29.2
"Cucumber Tomato Salad with Tuna (1 cup of shredded lettuce, 2 medium tomatoes, 1 cucumber, 1 can of tuna), Lo Mein Noodles (1 cup), Roasted Broccolini (1cup)",96,657,51,Lunch,EVERY_DAY,7.7
"Grilled Chicken Breast with a cilantro marinade (4 oz serving), Yellow Rice (1 cup), Caprese Salad (2 oz of mozzarella cheese, 1 small tomato, 1 tbsp of basil, 1 tbsp of olive oil, salt and pepper)",51,657,49,Lunch,EVERY_DAY,28.6
"Grilled Chicken Sandwich (2 slices of white bread, 4 oz chicken breast, 1 tbsp of mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Quinoa (1/2 cup), Roasted Brussels Sprouts (1/2 cup)",70,657,40,Lunch,EVERY_DAY,24.1
"Cucumber Tomato Salad with Tuna (1 cup of shredded lettuce, 2 medium tomatoes, 1 cucumber, 1 can of tuna), Lo Mein Noodles (1 cup), Roasted Brussels Sprouts (1 cup)",96,657,51,Dinner,EVERY_DAY,7.7
"Cilantro Lime Chicken (8 oz serving), Whole Wheat Spaghetti (1 cup) with Tomato Sauce (1/2 cup), Steamed Broccoli with Lemon (1 cup)",52,656,69,Dinner,EVERY_DAY,19.1
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Couscous (1 cup), Roasted Asparagus (1 cup)",43,656,58,Dinner,EVERY_DAY,28.0
"Roast Beef Sandwich (2 slices of white bread, 3 oz of roast beef, 1 slice of cheddar cheese, 1 tbsp of light mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Lo Mein Noodles (1/2 cup), Steamed Carrots (1/2 cup)",70,655,34,Lunch,EVERY_DAY,26.6
"Cilantro Lime Chicken (8 oz serving), Parmesan Potato Wedges (5 wedges), Steamed Carrots (1/2 cup)",46,655,61,Dinner,EVERY_DAY,25.2
"Cilantro Lime Chicken (8 oz serving), Yellow Rice (1 cup), Sauteed Green Beans (1/2 cup)",51,655,62,Dinner,EVERY_DAY,22.6
"Flat Iron Steak (4 oz serving), Quinoa (1 cup), Steamed Carrots (1/2 cup)",52,655,37,Dinner,EVERY_DAY,29.1
"Grilled Chicken Breast with a cilantro marinade (4 oz serving), Yellow Rice (1 cup), Vegetable Stir Fry (2 cups of broccoli, 1 large carrot, 1/2 of a medium carrot, 1 tbsp of olive oil, 2 tbsp of soy sauce)",71,655,41,Dinner,EVERY_DAY,23.0
"Lemon Herb Chicken Thigh (8 oz serving), Yellow Rice (1 cup), Steamed Cauliflower (1/2 cup)",46,655,57,Dinner,EVERY_DAY,27.0
"Lemon Herb Chicken Thigh (8 oz serving), Yellow Rice (1 cup), Steamed Snow Peas (1/2 cup)",45,655,57,Dinner,EVERY_DAY,27.4
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Brown Rice Pilaf (1/2 cup), Sauteed Green Beans (1/2 cup)",46,655,56,Dinner,EVERY_DAY,27.4
"Lemon Pepper Rotisserie Chicken (1/4 chicken), Buttered Egg Noodles (1 cup), Roasted Corn (1 cup)",79,655,38,Dinner,EVERY_DAY,20.8
"Marinated Hanger Steak (4 oz serving), Lo Mein Noodles (1 cup), Steamed Snow Peas (1/2 cup)",69,655,43,Dinner,EVERY_DAY,23.0
"Pork Tenderloin with a light marinade (8 oz serving), Boiled Potatoes (1 cup), Steamed Snow Peas (1/2 cup)",42,655,76,Dinner,EVERY_DAY,20.3
"Pork Tenderloin with a light marinade (8 oz serving), Roasted Potatoes (1 cup), Steamed Cauliflower (1/2 cup)",45,655,76,Dinner,EVERY_DAY,19.0
"Pork Tenderloin with a light marinade (8 oz serving), Roasted Potatoes (1/2 cup), Steamed Carrots (1/2 cup)",36,655,75,Dinner,EVERY_DAY,23.4
"Pork Tenderloin with a light marinade (8 oz serving), Rosemary Roasted Red Potatoes (1/2 cup), Steamed Cauliflower (1/2 cup)",30,655,75,Dinner,EVERY_DAY,26.1
"Salmon (5 oz filet) with a honey mustard glaze, Roasted Potatoes (1 cup), Sauteed Green Beans (1/2 cup)",65,655,40,Dinner,EVERY_DAY,26.1
"Ground Turkey (4 oz) with Teriyaki Sauce (2 tbsp), Roasted Potatoes (1 cup), Roasted Broccolini (1/2 cup)",60,654,38,Dinner,EVERY_DAY,29.1
"Ground Turkey (4 oz) with Teriyaki Sauce (2 tbsp), Roasted Potatoes (1 cup), Roasted Brussels Sprouts (1/2 cup)",60,654,38,Dinner,EVERY_DAY,29.1
"Rotisserie Chicken (1/4 chicken), Buttered Egg Noodles (1/2 cup), Garden Salad (3 cups of iceberg lettuce, 1/8 of an onion, 1/2 of a medium tomato, 6 croutons, 3 black olives, 2 tbsp of Italian dressing)",37,654,45,Dinner,EVERY_DAY,29.1
"Salmon (5 oz filet) with a honey mustard glaze, Buttered Egg Noodles (1/2 cup), Garden Salad (3 cups of iceberg lettuce, 1/8 of an onion, 1/2 of a medium tomato, 6 croutons, 3 black olives, 2 tbsp of Italian dressing)",45,654,41,Dinner,EVERY_DAY,29.1
"Salmon with a cajun spice (5 oz of salmon), Jasmine Rice (1 cup), Garden Salad (3 cups of iceberg lettuce, 1/8 of an onion, 1/2 of a medium tomato, 6 croutons, 3 black olives, 2 tbsp of Italian dressing)",69,654,34,Dinner,EVERY_DAY,26.9
"Deli Meat (Chicken, Turkey, Ham, Roast Beef-97% fat free) (6 oz), Almonds (1/2 cup), Apple Juice (1 cup)",38,654,49,Snack,EVERY_DAY,29.1
"Hard Boiled Egg (2 eggs), RX Bar (1 bar), Dried Banana (2 oz)",58,654,26,Snack,EVERY_DAY,29.1
"Grilled Buffalo Chicken Salad (4oz of grilled buffalo chicken, 2 cups of lettuce, 1/4 cup of broccoli, 1/4 cup of cucumber, 1/2 stem of green onion, 1 stalk of celery, 1 tbsp of ranch dressing), Brown Rice Pilaf (1 cup), Steamed Carrots (1/2 cup)",90,653,31,Dinner,EVERY_DAY,18.8
"Greek Yogurt (8oz), Pistachios (1/2 cup), Pineapple Juice (1 cup)",58,653,37,Snack,EVERY_DAY,29.0
"OWYN Protein Shake (Vanilla) (1 Bottle), Pistachios (1/2 cup), Pineapple Juice (1 cup)",57,653,33,Snack,EVERY_DAY,29.0
"Pork Tenderloin with a light marinade (4 oz serving), Lo Mein Noodles (1/2 cup), Caprese Salad (2 oz of mozzarella cheese, 1 small tomato, 1 tbsp of basil, 1 tbsp of olive oil, salt and pepper)",39,652,56,Dinner,EVERY_DAY,29.0
"Salmon with a cajun spice (5 oz of salmon), Boiled Potatoes (1 cup), Caprese Salad (2 oz of mozzarella cheese, 1 small tomato, 1 tbsp of basil, 1 tbsp of olive oil, salt and pepper)",46,652,45,Dinner,EVERY_DAY,29.0
"Cucumber Tomato Salad with Tuna (1 cup of shredded lettuce, 2 medium tomatoes, 1 cucumber, 1 can of tuna), Brown Rice (1 cup), Garden Salad (3 cups of iceberg lettuce, 1/8 of an onion, 1/2 of a medium tomato, 6 croutons, 3 black olives, 2 tbsp of Italian dressing)",85,651,46,Dinner,EVERY_DAY,14.1
"Roast Beef Sandwich (2 slices of white bread, 3 oz of roast beef, 1 slice of cheddar cheese, 1 tbsp of light mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Couscous (1 cup), Steamed Cauliflower (1/2 cup)",70,651,35,Dinner,EVERY_DAY,25.7
"Roast Beef Sandwich (2 slices of white bread, 3 oz of roast beef, 1 slice of cheddar cheese, 1 tbsp of light mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Couscous (1 cup), Steamed Snow Peas (1/2 cup)",69,651,35,Dinner,EVERY_DAY,26.1
"Rotisserie Chicken (1/4 chicken), Brown Rice (1 cup), Roasted Broccolini (1cup)",62,650,44,Lunch,EVERY_DAY,25.1
"Rotisserie Chicken (1/4 chicken), Brown Rice (1 cup), Roasted Brussels Sprouts (1 cup)",62,650,44,Lunch,EVERY_DAY,25.1
"Cilantro Lime Chicken (8 oz serving), Parmesan Potato Wedges (5 wedges), Steamed Broccoli with Lemon (1/2 cup)",42,650,62,Dinner,EVERY_DAY,26.0
"Cilantro Lime Chicken (8 oz serving), Parmesan Potato Wedges (5 wedges), Steamed Cauliflower (1 cup)",44,650,62,Dinner,EVERY_DAY,25.1
"Cilantro Lime Chicken (8 oz serving), Yellow Rice (1 cup), Roasted Eggplant (1/2 cup)",48,650,61,Dinner,EVERY_DAY,23.8
"Flat Iron Steak (4 oz serving), Buttered Egg Noodles (1/2 cup), Roasted Corn (1 cup)",62,650,38,Dinner,EVERY_DAY,27.8
"Flat Iron Steak (4 oz serving), Quinoa (1 cup), Steamed Broccoli with Lemon (1/2 cup)",48,650,38,Dinner,EVERY_DAY,28.9
"Grilled Chicken Breast with a cilantro marinade (8 oz serving), Boiled Potatoes (1 cup), Grilled Squash (1/2 cup)",55,650,64,Dinner,EVERY_DAY,19.3
"Grilled Chicken Breast with a cilantro marinade (8 oz serving), Rosemary Roasted Red Potatoes (1/2 cup), Grilled Squash (1/2 cup)",42,650,63,Dinner,EVERY_DAY,25.6
"Herb Roasted Chicken Breast (8 oz serving), Boiled Potatoes (1 cup), Roasted Vegetables (1 cup)",48,650,80,Dinner,EVERY_DAY,15.3
"Herb Roasted Chicken Breast (8 oz serving), Brown Rice Pilaf (1/2 cup), Steamed Broccoli with Lemon (1 cup)",48,650,84,Dinner,EVERY_DAY,13.6
"Lemon Herb Chicken Thigh (8 oz serving), Lo Mein Noodles (1/2 cup), Steamed Carrots (1 cup)",48,650,59,Dinner,EVERY_DAY,24.7
"Lemon Herb Chicken Thigh (8 oz serving), Wild Rice (1 cup), Steamed Broccoli with Lemon (1/2 cup)",43,650,62,Dinner,EVERY_DAY,25.6
"Lemon Herb Chicken Thigh (8 oz serving), Wild Rice (1 cup), Steamed Cauliflower (1 cup)",45,650,62,Dinner,EVERY_DAY,24.7
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Mashed Sweet Potatoes (1/2 cup), Roasted Brussels Sprouts (1 cup)",32,650,54,Dinner,EVERY_DAY,28.9
"Marinated Hanger Steak (4 oz serving), Buttered Egg Noodles (1 cup), Steamed Carrots (1 cup)",61,650,42,Dinner,EVERY_DAY,26.4
"Pork Tenderloin with a light marinade (4 oz serving), Lo Mein Noodles (1 cup), Sauteed Green Beans (1 cup)",78,650,49,Dinner,EVERY_DAY,15.8
"Pork Tenderloin with a light marinade (4 oz serving), Rosemary Roasted Red Potatoes (1 cup), Sauteed Green Beans (1 cup)",62,650,45,Dinner,EVERY_DAY,24.7
"Roast Beef Sandwich (2 slices of white bread, 3 oz of roast beef, 1 slice of cheddar cheese, 1 tbsp of light mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Wild Rice (1/2 cup), Roasted Corn (1/2 cup)",69,650,35,Dinner,EVERY_DAY,26.0
"Roast Beef Sandwich (2 slices of white bread, 3 oz of roast beef, 1 slice of cheddar cheese, 1 tbsp of light mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Yellow Rice (1/2 cup), Roasted Vegetables (1 cup)",62,650,32,Dinner,EVERY_DAY,28.9
