performance_id,athlete_id,assessment_date,performance_score,improvement_percentage,nutrition_adherence,recovery_score_avg,sleep_hours_avg,user_scenario,sport_league
PERF00003002,ATH000608,2022-09-06,83.4,4.44,1.0,70.3,7.9,fitness_enthusiast,Cricket
PERF00003003,ATH000608,2023-03-25,76.6,-6.76,0.71,69.3,8.3,fitness_enthusiast,Cricket
PERF00003004,ATH000608,2023-12-14,75.6,-1.04,0.71,69.7,8.0,fitness_enthusiast,Cricket
PERF00003005,ATH000608,2024-09-18,74.0,-1.63,0.71,69.4,7.7,fitness_enthusiast,Cricket
PERF00003006,ATH000609,2022-01-22,100.0,4.44,1.0,83.0,9.0,elite_athlete,Cricket
PERF00003007,ATH000609,2022-09-20,98.8,-1.16,1.0,67.6,8.1,elite_athlete,Cricket
PERF00003008,ATH000609,2023-05-31,91.0,-7.83,0.71,72.3,8.0,elite_athlete,Cricket
PERF00003009,ATH000609,2024-03-24,96.7,5.7,0.86,72.6,8.2,elite_athlete,Cricket
PERF00003010,ATH000610,2022-02-22,96.1,2.34,1.0,62.0,7.9,elite_athlete,NBA
PERF00003011,ATH000610,2022-04-29,95.8,-0.3,1.0,64.6,7.7,elite_athlete,NBA
PERF00003012,ATH000610,2022-10-27,96.2,0.39,1.0,66.6,7.6,elite_athlete,NBA
PERF00003013,ATH000610,2023-11-11,100.0,3.76,1.0,72.7,8.0,elite_athlete,NBA
PERF00003014,ATH000610,2024-11-30,99.6,-0.41,1.0,71.0,8.1,elite_athlete,NBA
PERF00003015,ATH000611,2022-01-31,59.8,4.23,0.0,76.0,7.8,weight_gain,Tennis
PERF00003016,ATH000611,2022-07-26,76.7,16.87,0.57,69.9,8.1,weight_gain,Tennis
PERF00003017,ATH000611,2023-10-30,75.8,-0.9,0.57,68.9,8.0,weight_gain,Tennis
PERF00003018,ATH000611,2024-05-27,76.8,0.99,0.57,69.3,8.2,weight_gain,Tennis
PERF00003019,ATH000611,2024-11-02,76.8,-0.01,0.57,69.3,8.2,weight_gain,Tennis
PERF00003020,ATH000612,2022-03-04,86.6,-1.46,1.0,74.3,8.3,fitness_enthusiast,Tennis
PERF00003021,ATH000612,2023-05-07,83.3,-3.26,1.0,72.6,7.7,fitness_enthusiast,Tennis
PERF00003022,ATH000612,2023-09-21,84.7,1.41,1.0,75.0,7.8,fitness_enthusiast,Tennis
PERF00003023,ATH000612,2024-02-16,83.2,-1.51,1.0,70.9,7.8,fitness_enthusiast,Tennis
PERF00003024,ATH000612,2024-10-13,83.2,-0.01,1.0,70.9,7.8,fitness_enthusiast,Tennis
PERF00003025,ATH000613,2022-03-06,47.3,-0.88,0.0,61.0,7.2,fitness_enthusiast,Boxing
PERF00003026,ATH000613,2022-08-05,76.4,29.06,0.86,68.8,7.4,fitness_enthusiast,Boxing
PERF00003027,ATH000613,2023-03-25,76.7,0.26,0.86,68.9,7.5,fitness_enthusiast,Boxing
PERF00003028,ATH000613,2023-11-07,77.0,0.31,0.86,69.6,7.5,fitness_enthusiast,Boxing
PERF00003029,ATH000613,2024-11-12,77.4,0.39,0.86,70.6,7.5,fitness_enthusiast,Boxing
PERF00003030,ATH000614,2022-05-05,95.3,1.47,1.0,71.0,8.2,professional,Soccer
PERF00003031,ATH000614,2023-01-25,96.7,1.36,1.0,73.9,8.3,professional,Soccer
PERF00003032,ATH000614,2023-11-17,96.0,-0.71,1.0,74.7,8.1,professional,Soccer
PERF00003033,ATH000614,2024-04-16,97.1,1.11,1.0,75.1,8.3,professional,Soccer
PERF00003034,ATH000614,2024-11-11,96.7,-0.43,1.0,76.3,8.2,professional,Soccer
PERF00003035,ATH000615,2022-01-16,89.0,-0.63,1.0,70.0,7.0,professional,NFL
PERF00003036,ATH000615,2022-08-06,95.4,6.39,1.0,67.7,8.4,professional,NFL
PERF00003037,ATH000615,2023-07-16,94.3,-1.06,1.0,67.6,8.2,professional,NFL
PERF00003038,ATH000615,2023-11-21,95.6,1.33,1.0,69.7,8.3,professional,NFL
PERF00003039,ATH000615,2024-10-07,95.6,0.03,1.0,69.7,8.3,professional,NFL
PERF00003040,ATH000616,2022-08-29,84.4,4.32,1.0,66.8,8.3,fitness_enthusiast,Swimming
PERF00003041,ATH000616,2022-10-26,80.5,-3.89,0.86,73.1,8.0,fitness_enthusiast,Swimming
PERF00003042,ATH000616,2023-03-29,75.3,-5.21,0.71,75.7,7.6,fitness_enthusiast,Swimming
PERF00003043,ATH000616,2024-01-27,74.3,-0.97,0.71,75.9,7.4,fitness_enthusiast,Swimming
PERF00003044,ATH000616,2024-12-05,75.4,1.11,0.71,74.0,7.8,fitness_enthusiast,Swimming
PERF00003045,ATH000617,2022-04-20,48.7,-0.37,0.0,73.3,7.7,casual_user,Tennis
PERF00003046,ATH000617,2022-12-10,69.0,20.3,0.71,70.7,7.7,casual_user,Tennis
PERF00003047,ATH000617,2023-05-13,69.5,0.54,0.71,72.3,7.7,casual_user,Tennis
PERF00003048,ATH000617,2024-02-09,69.2,-0.31,0.71,70.9,7.7,casual_user,Tennis
PERF00003049,ATH000618,2022-01-14,84.0,0.35,1.0,70.0,7.0,weight_loss,NFL
PERF00003050,ATH000618,2022-11-11,72.5,-11.54,0.29,75.6,8.6,weight_loss,NFL
PERF00003051,ATH000618,2023-07-29,60.9,-11.6,0.0,78.0,7.9,weight_loss,NFL
PERF00003052,ATH000618,2024-06-16,60.1,-0.81,0.0,77.4,7.8,weight_loss,NFL
PERF00003053,ATH000619,2022-04-15,93.3,1.81,1.0,61.0,7.4,elite_athlete,Swimming
PERF00003054,ATH000619,2022-12-02,99.9,6.61,1.0,74.0,7.9,elite_athlete,Swimming
PERF00003055,ATH000619,2023-05-06,91.8,-8.13,0.71,75.4,7.9,elite_athlete,Swimming
PERF00003056,ATH000619,2024-01-25,100.0,8.2,1.0,74.6,8.3,elite_athlete,Swimming
PERF00003057,ATH000619,2024-07-16,100.0,0.0,1.0,74.6,8.3,elite_athlete,Swimming
PERF00003058,ATH000620,2022-02-03,97.8,3.22,1.0,76.0,7.4,elite_athlete,Cricket
PERF00003059,ATH000620,2022-09-06,90.6,-7.2,0.71,72.7,7.9,elite_athlete,Cricket
PERF00003060,ATH000620,2023-06-03,94.0,3.36,0.86,72.0,7.7,elite_athlete,Cricket
PERF00003061,ATH000620,2024-03-04,93.8,-0.24,0.86,72.3,7.7,elite_athlete,Cricket
PERF00003062,ATH000620,2024-12-15,100.0,6.2,1.0,72.4,8.1,elite_athlete,Cricket
PERF00003063,ATH000621,2022-03-21,100.0,-0.65,1.0,84.0,7.8,elite_athlete,Boxing
PERF00003064,ATH000621,2023-02-03,100.0,0.0,1.0,75.1,7.9,elite_athlete,Boxing
PERF00003065,ATH000621,2023-12-20,98.4,-1.64,1.0,72.9,7.7,elite_athlete,Boxing
PERF00003066,ATH000621,2024-06-07,99.2,0.84,1.0,74.1,7.8,elite_athlete,Boxing
PERF00003067,ATH000622,2022-01-08,95.0,-0.74,1.0,80.0,8.6,amateur_athlete,Swimming
PERF00003068,ATH000622,2022-08-28,89.1,-5.89,1.0,72.3,7.9,amateur_athlete,Swimming
PERF00003069,ATH000622,2023-07-24,88.3,-0.77,1.0,73.0,7.7,amateur_athlete,Swimming
PERF00003070,ATH000622,2024-01-14,88.6,0.33,1.0,73.3,7.7,amateur_athlete,Swimming
PERF00003071,ATH000622,2024-06-08,88.6,0.03,1.0,73.3,7.7,amateur_athlete,Swimming
PERF00003072,ATH000623,2022-01-13,56.8,4.95,0.0,61.0,7.1,professional,Tennis
PERF00003073,ATH000623,2023-01-27,93.6,36.83,1.0,71.1,7.9,professional,Tennis
PERF00003074,ATH000623,2023-08-31,96.5,2.89,1.0,76.9,8.1,professional,Tennis
PERF00003075,ATH000623,2024-01-24,95.5,-0.96,1.0,75.9,8.0,professional,Tennis
PERF00003076,ATH000623,2024-09-26,96.6,1.1,1.0,78.4,8.0,professional,Tennis
PERF00003077,ATH000624,2022-01-19,81.8,0.83,1.0,71.0,7.5,fitness_enthusiast,NFL
PERF00003078,ATH000624,2022-06-12,78.6,-3.16,0.86,67.9,7.9,fitness_enthusiast,NFL
PERF00003079,ATH000624,2023-02-10,74.3,-4.29,0.71,70.6,7.7,fitness_enthusiast,NFL
PERF00003080,ATH000624,2023-12-22,76.6,2.33,0.71,71.1,8.2,fitness_enthusiast,NFL
PERF00003081,ATH000625,2022-01-26,94.0,4.66,1.0,70.0,7.0,elite_athlete,Boxing
PERF00003082,ATH000625,2022-09-26,99.8,5.77,1.0,67.6,8.3,elite_athlete,Boxing
PERF00003083,ATH000625,2023-07-22,98.5,-1.31,1.0,67.6,8.0,elite_athlete,Boxing
PERF00003084,ATH000625,2023-11-25,99.9,1.36,1.0,70.0,8.2,elite_athlete,Boxing
PERF00003085,ATH000625,2024-12-06,98.0,-1.94,1.0,69.9,7.8,elite_athlete,Boxing
PERF00003086,ATH000626,2022-02-01,87.3,4.37,1.0,76.0,7.3,weight_loss,NFL
PERF00003087,ATH000626,2022-12-30,89.0,1.71,1.0,70.3,8.0,weight_loss,NFL
PERF00003088,ATH000626,2023-06-26,89.8,0.83,1.0,72.3,8.0,weight_loss,NFL
PERF00003089,ATH000626,2024-07-31,89.5,-0.26,1.0,70.9,8.1,weight_loss,NFL
PERF00003090,ATH000626,2024-12-31,91.3,1.77,1.0,73.3,8.3,weight_loss,NFL
PERF00003091,ATH000627,2022-01-02,89.0,-1.11,1.0,70.0,7.0,professional,Swimming
PERF00003092,ATH000627,2022-09-05,93.3,4.33,1.0,68.0,8.0,professional,Swimming
PERF00003093,ATH000627,2023-03-09,94.9,1.56,1.0,70.7,8.1,professional,Swimming
PERF00003094,ATH000627,2023-08-21,86.6,-8.31,0.71,71.7,8.1,professional,Swimming
PERF00003095,ATH000627,2024-08-19,77.0,-9.61,0.43,69.7,8.0,professional,Swimming
PERF00003096,ATH000628,2022-01-11,98.9,1.77,1.0,78.0,8.5,professional,Cycling
PERF00003097,ATH000628,2022-09-28,90.4,-8.53,0.86,74.6,7.9,professional,Cycling
PERF00003098,ATH000628,2023-09-01,96.9,6.54,1.0,75.3,8.3,professional,Cycling
PERF00003099,ATH000628,2024-06-03,97.2,0.27,1.0,77.0,8.2,professional,Cycling
PERF00003100,ATH000628,2024-10-02,88.6,-8.6,0.71,77.0,8.2,professional,Cycling
PERF00003101,ATH000629,2022-01-07,94.0,3.36,1.0,70.0,7.0,elite_athlete,Swimming
PERF00003102,ATH000629,2022-11-29,100.0,6.0,1.0,76.7,8.0,elite_athlete,Swimming
PERF00003103,ATH000629,2023-04-09,100.0,0.0,1.0,71.1,8.2,elite_athlete,Swimming
PERF00003104,ATH000629,2024-01-10,100.0,0.0,1.0,71.3,8.5,elite_athlete,Swimming
PERF00003105,ATH000629,2024-12-04,97.9,-2.13,1.0,68.9,7.8,elite_athlete,Swimming
PERF00003106,ATH000630,2022-01-03,55.6,0.67,0.0,82.0,7.6,fitness_enthusiast,Boxing
PERF00003107,ATH000630,2022-06-21,75.2,19.57,0.71,72.8,7.8,fitness_enthusiast,Boxing
PERF00003108,ATH000630,2023-01-10,57.2,-18.0,0.14,68.3,7.9,fitness_enthusiast,Boxing
PERF00003109,ATH000630,2023-08-25,73.8,16.6,0.71,69.6,7.7,fitness_enthusiast,Boxing
PERF00003110,ATH000630,2024-10-02,75.1,1.31,0.71,74.4,7.7,fitness_enthusiast,Boxing
PERF00003111,ATH000631,2022-02-05,51.2,1.75,0.0,69.0,8.5,casual_user,Cycling
PERF00003112,ATH000631,2022-10-04,51.0,-0.16,0.0,74.4,8.1,casual_user,Cycling
PERF00003113,ATH000631,2023-06-19,50.5,-0.49,0.0,75.3,8.0,casual_user,Cycling
PERF00003114,ATH000631,2024-01-23,50.2,-0.27,0.0,73.9,8.0,casual_user,Cycling
PERF00003115,ATH000631,2024-11-07,61.8,11.61,0.43,71.3,7.9,casual_user,Cycling
PERF00003116,ATH000632,2022-03-13,97.8,1.48,1.0,66.0,8.0,elite_athlete,Cycling
PERF00003117,ATH000632,2022-11-27,99.6,1.79,1.0,71.7,8.0,elite_athlete,Cycling
PERF00003118,ATH000632,2023-09-08,97.5,-2.11,1.0,71.9,7.6,elite_athlete,Cycling
PERF00003119,ATH000632,2024-03-07,97.2,-0.3,1.0,70.4,7.6,elite_athlete,Cycling
PERF00003120,ATH000632,2024-11-07,97.2,0.0,1.0,70.4,7.6,elite_athlete,Cycling
PERF00003121,ATH000633,2022-03-22,95.0,2.2,1.0,65.0,8.5,professional,Boxing
PERF00003122,ATH000633,2023-01-26,97.0,1.99,1.0,74.0,8.4,professional,Boxing
PERF00003123,ATH000633,2023-06-01,96.8,-0.17,1.0,76.6,8.2,professional,Boxing
PERF00003124,ATH000633,2024-01-02,96.1,-0.71,1.0,76.0,8.1,professional,Boxing
PERF00003125,ATH000633,2024-12-05,95.4,-0.69,1.0,71.1,8.2,professional,Boxing
PERF00003126,ATH000634,2022-03-01,85.8,2.8,1.0,81.0,8.7,casual_user,Soccer
PERF00003127,ATH000634,2022-08-17,65.6,-20.24,0.43,77.6,8.3,casual_user,Soccer
PERF00003128,ATH000634,2023-05-20,55.2,-10.44,0.14,75.3,8.1,casual_user,Soccer
PERF00003129,ATH000634,2024-02-12,56.1,0.89,0.14,76.0,8.2,casual_user,Soccer
PERF00003130,ATH000634,2024-09-13,67.6,11.53,0.57,73.3,8.1,casual_user,Soccer
PERF00003131,ATH000635,2022-01-20,84.0,4.72,1.0,70.0,7.0,amateur_athlete,NFL
PERF00003132,ATH000635,2022-08-15,83.9,-0.14,0.86,72.9,7.7,amateur_athlete,NFL
PERF00003133,ATH000635,2023-02-02,70.5,-13.37,0.43,68.4,7.8,amateur_athlete,NFL
PERF00003134,ATH000635,2023-09-25,70.5,0.03,0.43,68.4,7.8,amateur_athlete,NFL
PERF00003135,ATH000635,2024-07-30,71.5,0.99,0.43,69.0,8.0,amateur_athlete,NFL
PERF00003136,ATH000636,2022-01-25,91.3,0.9,1.0,71.0,7.4,professional,Cycling
PERF00003137,ATH000636,2022-07-27,93.4,2.13,1.0,73.6,7.7,professional,Cycling
PERF00003138,ATH000636,2023-03-30,95.2,1.84,1.0,74.1,8.0,professional,Cycling
PERF00003139,ATH000636,2023-11-22,95.0,-0.16,1.0,71.6,8.1,professional,Cycling
PERF00003140,ATH000636,2024-09-24,93.3,-1.67,1.0,66.6,8.1,professional,Cycling
PERF00003141,ATH000637,2022-01-07,74.0,1.48,1.0,70.0,7.0,casual_user,NBA
PERF00003142,ATH000637,2022-08-24,66.1,-7.9,0.57,70.6,8.0,casual_user,NBA
PERF00003143,ATH000637,2023-08-13,66.0,-0.06,0.57,69.4,8.0,casual_user,NBA
PERF00003144,ATH000637,2024-03-01,53.0,-13.03,0.14,68.7,8.0,casual_user,NBA
PERF00003145,ATH000637,2024-12-26,65.0,12.03,0.57,68.4,7.9,casual_user,NBA
PERF00003146,ATH000638,2022-01-18,89.0,3.79,1.0,80.0,7.4,weight_loss,Cricket
PERF00003147,ATH000638,2022-04-28,58.1,-30.86,0.0,72.9,7.7,weight_loss,Cricket
PERF00003148,ATH000638,2022-12-19,87.8,29.66,1.0,73.0,7.6,weight_loss,Cricket
PERF00003149,ATH000638,2023-03-13,87.6,-0.19,1.0,73.0,7.5,weight_loss,Cricket
PERF00003150,ATH000638,2024-08-20,87.4,-0.16,1.0,72.4,7.5,weight_loss,Cricket
PERF00003151,ATH000639,2022-01-22,57.9,3.83,0.0,73.0,7.6,weight_loss,Cricket
PERF00003152,ATH000639,2022-07-11,76.2,18.3,0.57,70.4,8.0,weight_loss,Cricket
PERF00003153,ATH000639,2023-05-11,89.0,12.76,1.0,69.1,8.0,weight_loss,Cricket
PERF00003154,ATH000639,2023-10-20,75.4,-13.6,0.57,68.7,7.9,weight_loss,Cricket
PERF00003155,ATH000639,2024-10-09,75.8,0.4,0.57,68.9,8.0,weight_loss,Cricket
PERF00003156,ATH000640,2022-01-01,94.0,-0.68,1.0,70.0,7.0,elite_athlete,NFL
PERF00003157,ATH000640,2022-09-30,97.3,3.26,1.0,70.9,7.6,elite_athlete,NFL
PERF00003158,ATH000640,2023-04-18,96.8,-0.53,1.0,69.7,7.6,elite_athlete,NFL
PERF00003159,ATH000640,2024-01-10,96.8,-0.03,1.0,69.7,7.6,elite_athlete,NFL
PERF00003160,ATH000640,2024-11-01,97.8,0.97,1.0,69.7,7.8,elite_athlete,NFL
PERF00003161,ATH000641,2022-01-26,92.0,-0.07,1.0,60.0,8.2,professional,Cycling
PERF00003162,ATH000641,2022-08-18,95.7,3.7,1.0,71.1,8.3,professional,Cycling
PERF00003163,ATH000641,2023-03-06,95.2,-0.53,1.0,70.6,8.2,professional,Cycling
PERF00003164,ATH000641,2024-01-25,93.4,-1.79,1.0,67.6,8.0,professional,Cycling
PERF00003165,ATH000641,2024-10-15,89.1,-4.27,0.86,67.6,8.0,professional,Cycling
PERF00003166,ATH000642,2022-01-03,52.5,-0.42,0.0,75.0,7.4,fitness_enthusiast,NFL
PERF00003167,ATH000642,2023-04-14,83.4,30.91,1.0,68.3,8.0,fitness_enthusiast,NFL
PERF00003168,ATH000642,2023-11-04,82.9,-0.47,1.0,69.3,7.8,fitness_enthusiast,NFL
PERF00003169,ATH000642,2024-03-25,85.0,2.07,1.0,70.9,8.1,fitness_enthusiast,NFL
PERF00003170,ATH000642,2024-11-13,83.4,-1.59,1.0,69.0,7.9,fitness_enthusiast,NFL
PERF00003171,ATH000643,2022-01-17,89.5,2.65,1.0,65.0,8.4,weight_loss,NBA
PERF00003172,ATH000643,2022-09-26,89.4,-0.06,1.0,72.4,7.9,weight_loss,NBA
PERF00003173,ATH000643,2023-04-20,90.7,1.27,1.0,76.3,8.0,weight_loss,NBA
PERF00003174,ATH000643,2024-05-12,81.9,-8.79,0.71,74.0,8.1,weight_loss,NBA
PERF00003175,ATH000643,2024-11-12,82.4,0.49,0.71,74.1,8.1,weight_loss,NBA
PERF00003176,ATH000644,2022-03-29,71.0,-0.84,0.0,80.0,7.8,elite_athlete,Cricket
PERF00003177,ATH000644,2022-08-23,82.6,11.6,0.43,72.7,8.0,elite_athlete,Cricket
PERF00003178,ATH000644,2023-04-12,98.8,16.23,1.0,70.9,7.9,elite_athlete,Cricket
PERF00003179,ATH000644,2024-02-11,100.0,1.2,1.0,74.4,8.0,elite_athlete,Cricket
PERF00003180,ATH000644,2024-12-06,100.0,0.0,1.0,76.7,8.1,elite_athlete,Cricket
PERF00003181,ATH000645,2022-01-27,94.4,-1.92,1.0,68.0,7.2,elite_athlete,NFL
PERF00003182,ATH000645,2022-10-18,99.2,4.79,1.0,71.6,7.9,elite_athlete,NFL
PERF00003183,ATH000645,2023-07-06,99.3,0.14,1.0,70.4,8.0,elite_athlete,NFL
PERF00003184,ATH000645,2023-10-29,99.4,0.11,1.0,68.3,8.2,elite_athlete,NFL
PERF00003185,ATH000645,2024-09-19,98.9,-0.46,1.0,68.1,8.1,elite_athlete,NFL
PERF00003186,ATH000646,2022-01-13,55.4,1.09,0.0,73.0,7.1,amateur_athlete,Cricket
PERF00003187,ATH000646,2022-09-01,80.5,25.09,0.71,73.3,7.8,amateur_athlete,Cricket
PERF00003188,ATH000646,2023-03-26,82.3,1.83,0.71,74.4,8.1,amateur_athlete,Cricket
PERF00003189,ATH000646,2024-03-31,80.6,-1.74,0.71,69.0,8.1,amateur_athlete,Cricket
PERF00003190,ATH000646,2024-12-23,80.4,-0.21,0.71,69.1,8.0,amateur_athlete,Cricket
PERF00003191,ATH000647,2022-01-02,91.9,4.55,1.0,83.0,8.8,fitness_enthusiast,Cricket
PERF00003192,ATH000647,2022-11-04,67.4,-24.54,0.43,74.3,7.8,fitness_enthusiast,Cricket
PERF00003193,ATH000647,2023-05-13,79.6,12.21,0.86,73.7,7.8,fitness_enthusiast,Cricket
PERF00003194,ATH000647,2024-01-24,80.1,0.5,0.86,74.1,7.8,fitness_enthusiast,Cricket
PERF00003195,ATH000647,2024-12-08,84.1,3.96,1.0,71.9,7.9,fitness_enthusiast,Cricket
PERF00003196,ATH000648,2022-04-16,54.6,4.17,0.0,68.0,7.2,weight_loss,Soccer
PERF00003197,ATH000648,2022-10-20,90.8,36.2,1.0,73.9,8.1,weight_loss,Soccer
PERF00003198,ATH000648,2023-11-30,89.7,-1.11,1.0,74.4,7.9,weight_loss,Soccer
PERF00003199,ATH000648,2024-06-05,90.8,1.07,1.0,74.0,8.1,weight_loss,Soccer
PERF00003200,ATH000648,2024-11-26,88.0,-2.83,1.0,73.7,7.6,weight_loss,Soccer
PERF00003201,ATH000649,2022-03-20,49.0,1.07,0.0,70.0,7.0,fitness_enthusiast,Cricket
PERF00003202,ATH000649,2023-01-10,72.9,23.94,0.57,75.3,8.0,fitness_enthusiast,Cricket
PERF00003203,ATH000649,2023-08-14,84.5,11.6,1.0,74.3,7.8,fitness_enthusiast,Cricket
PERF00003204,ATH000649,2024-04-06,85.2,0.66,1.0,76.7,7.8,fitness_enthusiast,Cricket
PERF00003205,ATH000649,2024-12-18,85.5,0.31,1.0,76.7,7.9,fitness_enthusiast,Cricket
PERF00003206,ATH000650,2022-01-01,54.0,-0.56,0.0,70.0,7.0,weight_loss,Boxing
PERF00003207,ATH000650,2022-09-03,73.7,19.73,0.57,68.1,7.6,weight_loss,Boxing
PERF00003208,ATH000650,2023-08-09,74.4,0.69,0.57,70.6,7.6,weight_loss,Boxing
PERF00003209,ATH000650,2024-02-06,74.9,0.5,0.57,71.6,7.7,weight_loss,Boxing
PERF00003210,ATH000650,2024-08-20,89.2,14.29,1.0,73.7,7.8,weight_loss,Boxing
PERF00003211,ATH000651,2022-02-03,90.2,-0.05,1.0,69.0,8.3,amateur_athlete,Tennis
PERF00003212,ATH000651,2022-11-09,80.6,-9.61,0.71,74.6,7.8,amateur_athlete,Tennis
PERF00003213,ATH000651,2023-11-24,82.6,1.96,0.71,74.0,8.2,amateur_athlete,Tennis
PERF00003214,ATH000651,2024-03-14,81.7,-0.94,0.71,73.1,8.1,amateur_athlete,Tennis
PERF00003215,ATH000651,2024-10-25,80.5,-1.16,0.71,72.3,7.9,amateur_athlete,Tennis
PERF00003216,ATH000652,2022-02-28,100.0,-0.11,1.0,75.2,8.2,elite_athlete,Soccer
PERF00003217,ATH000652,2022-06-02,86.9,-13.13,0.57,71.7,8.0,elite_athlete,Soccer
PERF00003218,ATH000652,2023-07-31,83.6,-3.3,0.57,63.4,7.9,elite_athlete,Soccer
PERF00003219,ATH000652,2024-01-03,85.1,1.49,0.57,67.4,7.9,elite_athlete,Soccer
PERF00003220,ATH000652,2024-12-25,84.8,-0.34,0.57,65.9,8.0,elite_athlete,Soccer
PERF00003221,ATH000653,2022-01-14,84.0,1.43,1.0,70.0,7.0,weight_loss,Soccer
PERF00003222,ATH000653,2022-10-08,81.3,-2.66,0.71,75.4,7.9,weight_loss,Soccer
PERF00003223,ATH000653,2023-05-22,80.0,-1.33,0.71,68.7,8.0,weight_loss,Soccer
PERF00003224,ATH000653,2024-07-05,84.7,4.69,0.86,72.3,7.9,weight_loss,Soccer
PERF00003225,ATH000653,2024-11-08,84.9,0.24,0.86,71.7,7.9,weight_loss,Soccer
PERF00003226,ATH000654,2022-01-07,89.0,3.23,1.0,70.0,7.0,professional,NFL
PERF00003227,ATH000654,2022-11-08,86.2,-2.84,0.71,73.9,7.9,professional,NFL
PERF00003228,ATH000654,2023-05-30,90.2,4.03,0.86,73.9,7.9,professional,NFL
PERF00003229,ATH000654,2024-02-29,90.2,-0.01,0.86,74.4,7.8,professional,NFL
PERF00003230,ATH000654,2024-10-22,93.4,3.23,1.0,68.6,8.0,professional,NFL
PERF00003231,ATH000655,2022-01-17,83.6,2.84,1.0,77.0,7.5,fitness_enthusiast,NFL
PERF00003232,ATH000655,2022-08-11,85.7,2.13,1.0,74.6,8.1,fitness_enthusiast,NFL
PERF00003233,ATH000655,2023-10-13,83.6,-2.14,1.0,67.6,8.1,fitness_enthusiast,NFL
PERF00003234,ATH000655,2024-05-23,85.2,1.6,1.0,69.0,8.3,fitness_enthusiast,NFL
PERF00003235,ATH000655,2024-11-02,85.8,0.63,1.0,69.4,8.4,fitness_enthusiast,NFL
PERF00003236,ATH000656,2022-05-01,92.2,2.18,1.0,65.0,7.9,professional,Cricket
PERF00003237,ATH000656,2022-10-13,87.9,-4.27,0.86,68.6,7.7,professional,Cricket
PERF00003238,ATH000656,2023-07-09,92.0,4.07,1.0,68.0,7.7,professional,Cricket
PERF00003239,ATH000656,2024-02-14,94.0,2.03,1.0,69.9,8.0,professional,Cricket
PERF00003240,ATH000656,2024-09-23,93.6,-0.41,1.0,71.0,7.9,professional,Cricket
PERF00003241,ATH000657,2022-01-20,89.5,2.46,1.0,85.0,7.2,weight_loss,Swimming
PERF00003242,ATH000657,2022-11-22,89.2,-0.34,1.0,68.9,8.1,weight_loss,Swimming
PERF00003243,ATH000657,2023-07-25,87.9,-1.26,1.0,66.7,8.0,weight_loss,Swimming
PERF00003244,ATH000657,2024-04-11,84.7,-3.21,0.86,71.6,7.9,weight_loss,Swimming
PERF00003245,ATH000657,2024-10-03,86.0,1.26,0.86,74.1,8.0,weight_loss,Swimming
PERF00003246,ATH000658,2022-03-04,100.0,3.85,1.0,77.0,8.3,elite_athlete,NBA
PERF00003247,ATH000658,2022-09-26,100.0,0.0,1.0,73.7,8.1,elite_athlete,NBA
PERF00003248,ATH000658,2023-07-23,97.0,-3.03,1.0,67.3,7.8,elite_athlete,NBA
PERF00003249,ATH000658,2024-04-25,96.2,-0.83,1.0,66.3,7.7,elite_athlete,NBA
PERF00003250,ATH000658,2024-11-24,96.7,0.51,1.0,67.9,7.7,elite_athlete,NBA
PERF00003251,ATH000659,2022-02-13,92.4,2.33,1.0,79.0,8.1,weight_loss,Boxing
PERF00003252,ATH000659,2022-10-01,81.9,-10.51,0.71,74.1,8.0,weight_loss,Boxing
PERF00003253,ATH000659,2023-04-22,89.2,7.26,1.0,73.9,7.8,weight_loss,Boxing
PERF00003254,ATH000659,2024-01-24,89.2,0.0,1.0,70.4,8.0,weight_loss,Boxing
PERF00003255,ATH000659,2024-12-21,81.3,-7.9,0.71,72.4,8.0,weight_loss,Boxing
PERF00003256,ATH000660,2022-01-03,88.1,2.7,1.0,72.0,8.7,fitness_enthusiast,Cricket
PERF00003257,ATH000660,2023-04-25,75.7,-12.44,0.71,75.3,7.7,fitness_enthusiast,Cricket
PERF00003258,ATH000660,2023-08-27,76.7,1.01,0.71,75.7,7.9,fitness_enthusiast,Cricket
PERF00003259,ATH000660,2024-01-21,77.0,0.3,0.71,74.3,8.1,fitness_enthusiast,Cricket
PERF00003260,ATH000660,2024-11-22,77.7,0.73,0.71,73.9,8.2,fitness_enthusiast,Cricket
PERF00003261,ATH000661,2022-01-23,91.0,1.31,1.0,85.0,7.5,weight_loss,NFL
PERF00003262,ATH000661,2023-04-27,68.2,-22.79,0.29,75.0,7.8,weight_loss,NFL
PERF00003263,ATH000661,2023-11-19,71.8,3.64,0.43,71.9,7.9,weight_loss,NFL
PERF00003264,ATH000661,2024-03-10,71.2,-0.63,0.43,69.9,7.9,weight_loss,NFL
PERF00003265,ATH000661,2024-10-03,74.4,3.19,0.43,77.0,8.1,weight_loss,NFL
PERF00003266,ATH000662,2022-01-07,89.0,0.75,1.0,70.0,7.0,professional,NBA
PERF00003267,ATH000662,2022-09-29,90.3,1.29,0.86,74.3,7.9,professional,NBA
PERF00003268,ATH000662,2023-07-16,91.6,1.34,0.86,74.3,8.1,professional,NBA
PERF00003269,ATH000662,2024-04-25,96.1,4.5,1.0,76.3,8.0,professional,NBA
PERF00003270,ATH000662,2024-11-11,78.3,-17.8,0.43,73.9,8.1,professional,NBA
